"MovieID"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.Noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.Fi"	"Thriller"	"War"	"Western"	"Title"	"Year"
633	0	0	0	0	10.786	0	0	0	0	0	0	0	0	0	0	0	0	0	"Denise Calls Up (1995)"	1995
634	0	0	0	0	1.832	0	0	0	0	0	0	0	0	0	0	0	0	0	"Theodore Rex (1995)"	1995
635	0	0	0	0	15.738	0	0	15.738	0	0	0	0	0	0	0	0	0	0	"Family Thing, A (1996)"	1996
636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Frisk (1995)"	1995
637	0	0	0	0	12.568	0	0	0	0	0	0	0	0	0	0	0	0	0	"Sgt. Bilko (1996)"	1996
638	0	0	0	0	0	0	0	0	0	0	0	0	0	9.453	0	0	0	0	"Jack and Sarah (1995)"	1995
639	0	0	0	0	11.394	0	0	0	0	0	0	0	0	0	0	0	0	0	"Girl 6 (1996)"	1996
640	0	0	0	0	0	0	0	11.408	0	0	0	0	0	0	0	11.408	0	0	"Diabolique (1996)"	1996
641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Little Indian, Big City (Un indien dans la ville) (1994)"	1994
642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Roula (1995)"	1995
643	0	0	0	0	2.198	0	0	0	0	0	0	0	0	0	0	0	0	0	"Peanuts - Die Bank zahlt alles (1996)"	1996
644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Happy Weekend (1996)"	1996
645	0	0	0	0	0	0	0	10.786	0	0	0	0	0	0	0	0	0	0	"Nelly & Monsieur Arnaud (1995)"	1995
647	0	0	0	0	0	0	0	21.634	0	0	0	0	0	0	0	0	21.634	0	"Courage Under Fire (1996)"	1996
648	25.167	25.167	0	0	0	0	0	0	0	0	0	0	25.167	0	0	0	0	0	"Mission: Impossible (1996)"	1996
649	0	0	0	0	11.613	0	0	11.613	0	0	0	0	0	0	0	0	0	0	"Cold Fever (Á köldum klaka) (1994)"	1994
650	0	0	0	0	0	0	0	15.586	0	0	0	0	0	0	0	0	0	0	"Moll Flanders (1996)"	1996
651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Superweib, Das (1996)"	1996
652	0	0	0	0	0	0	0	0	0	0	0	0	6.347	0	0	0	0	0	"301, 302 (1995)"	1995
653	20.695	20.695	0	0	0	0	0	0	20.695	0	0	0	0	0	0	0	0	0	"Dragonheart (1996)"	1996
654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Und keiner weint mir nach (1996)"	1996
655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mutters Courage (1995)"	1995
656	0	0	0	0	9.394	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eddie (1996)"	1996
657	0	0	0	0	2.079	0	0	2.079	0	0	0	0	0	0	0	0	0	0	"Yankee Zulu (1994)"	1994
658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Billy's Holiday (1995)"	1995
659	0	0	0	0	0	11.975	0	0	0	0	0	0	0	0	0	11.975	0	0	"Purple Noon (1960)"	1960
660	0	0	0	0	0	0	0	1.039	0	0	0	0	0	0	0	0	0	0	"August (1996)"	1996
661	0	0	21.701	21.701	0	0	0	0	0	0	0	21.701	0	0	0	0	0	0	"James and the Giant Peach (1996)"	1996
662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.478	0	0	"Fear (1996)"	1996
663	0	0	0	0	19.053	0	0	0	0	0	0	0	0	0	0	0	0	0	"Kids in the Hall: Brain Candy (1996)"	1996
664	0	0	0	0	6.237	0	0	0	0	0	0	0	0	0	0	0	0	0	"Faithful (1996)"	1996
665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.001	0	"Underground (1995)"	1995
666	0	0	0	0	0	0	0	3.663	0	0	0	0	0	0	0	0	0	0	"All Things Fair (1996)"	1996
667	7.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bloodsport 2 (1995)"	1995
668	0	0	0	0	0	0	0	16.955	0	0	0	0	0	0	0	0	0	0	"Pather Panchali (1955)"	1955
669	0	0	0	0	0	0	0	13.085	0	0	0	0	0	0	0	0	0	0	"Aparajito (1956)"	1956
670	0	0	0	0	0	0	0	17.754	0	0	0	0	0	0	0	0	0	0	"World of Apu, The (Apur Sansar) (1959)"	1959
671	0	0	0	0	22.529	0	0	0	0	0	0	0	0	0	22.529	0	0	0	"Mystery Science Theater 3000: The Movie (1996)"	1996
672	0	0	0	0	0	0	0	1.386	0	0	0	0	0	0	0	0	0	0	"Tarantella (1995)"	1995
673	0	16.592	16.592	16.592	16.592	0	0	0	16.592	0	0	0	0	0	0	0	0	0	"Space Jam (1996)"	1996
674	0	17.963	0	0	0	0	0	0	0	0	0	0	0	0	17.963	0	0	0	"Barbarella (1968)"	1968
675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Hostile Intentions (1994)"	1994
676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"They Bite (1996)"	1996
678	0	0	0	0	0	0	0	24.298	0	0	0	0	0	0	0	24.298	0	0	"Some Folks Call It a Sling Blade (1993)"	1993
679	0	0	0	0	0	0	0	2.426	0	0	0	0	0	0	0	0	0	0	"Run of the Country, The (1995)"	1995
680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.97	0	0	0	"Alphaville (1965)"	1965
681	0	0	0	0	0	10.651	0	0	0	0	0	0	0	0	0	0	0	0	"Clean Slate (Coup de Torchon) (1981)"	1981
682	0	0	0	0	0	0	4.851	4.851	0	0	0	0	0	0	0	0	0	0	"Tigrero: A Film That Was Never Made (1994)"	1994
683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Eye of Vichy, The (Oeil de Vichy, L') (1993)"	1993
684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Windows (1980)"	1980
685	0	0	0	0	0	0	0	11.223	0	0	0	0	0	0	0	0	0	0	"It's My Party (1995)"	1995
687	0	0	0	0	0	0	0	3.297	0	0	0	0	0	3.297	0	0	0	0	"Country Life (1994)"	1994
688	12.207	12.207	0	0	12.207	0	0	0	0	0	0	0	0	0	0	0	12.207	0	"Operation Dumbo Drop (1995)"	1995
690	0	0	0	0	0	0	0	0	0	0	0	0	0	1.386	0	0	0	0	"Promise, The (Versprechen, Das) (1994)"	1994
691	0	0	0	0	14.863	0	0	0	0	0	0	0	0	14.863	0	0	0	0	"Mrs. Winterbourne (1996)"	1996
692	9.853	0	0	0	0	0	0	0	0	0	0	0	0	0	9.853	9.853	0	0	"Solo (1996)"	1996
693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Under the Domin Tree (Etz Hadomim Tafus) (1994)"	1994
694	13.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Substitute, The (1996)"	1996
695	0	0	0	0	0	0	0	0	0	0	0	0	15.588	0	0	15.588	0	0	"True Crime (1995)"	1995
696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.504	0	0	"Butterfly Kiss (1995)"	1995
697	0	0	0	0	0	0	0	11.343	0	0	0	0	0	11.343	0	0	0	0	"Feeling Minnesota (1996)"	1996
698	0	0	0	0	0	0	0	3.54	0	0	0	0	0	0	0	0	0	0	"Delta of Venus (1994)"	1994
699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"To Cross the Rubicon (1991)"	1991
700	0	0	0	0	16.544	0	0	0	0	0	0	0	0	0	0	0	0	0	"Angus (1995)"	1995
701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Daens (1992)"	1992
702	0	0	0	0	0	0	0	12.086	0	0	0	0	0	0	0	0	0	0	"Faces (1968)"	1968
703	0	0	0	0	0	0	0	3.685	0	0	0	0	0	0	0	0	0	0	"Boys (1996)"	1996
704	8.635	8.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Quest, The (1996)"	1996
705	0	0	0	0	13.737	0	0	0	0	0	0	0	0	0	0	0	0	0	"Cosi (1996)"	1996
706	0	0	0	0	0	0	0	1.732	0	0	0	0	0	0	0	0	0	0	"Sunset Park (1996)"	1996
707	0	0	0	0	0	17.34	0	0	0	17.34	0	0	0	0	0	17.34	0	0	"Mulholland Falls (1996)"	1996
708	0	0	0	0	22.393	0	0	0	0	0	0	0	0	22.393	0	0	0	0	"Truth About Cats & Dogs, The (1996)"	1996
709	0	0	15.119	15.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Oliver & Company (1988)"	1988
710	0	0	0	0	9.173	0	0	0	0	0	0	0	0	0	0	0	0	0	"Celtic Pride (1996)"	1996
711	0	10.317	0	10.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Flipper (1996)"	1996
712	0	0	0	0	0	0	0	2.426	0	0	0	0	0	0	0	0	0	0	"Captives (1994)"	1994
713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Of Love and Shadows (1994)"	1994
714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.562	"Dead Man (1995)"	1995
715	0	0	0	0	0	0	0	14.283	0	0	0	0	0	0	0	0	0	0	"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"	1995
716	0	0	0	0	0	8.926	0	0	0	0	0	0	0	0	0	0	0	0	"Switchblade Sisters (1975)"	1975
717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mouth to Mouth (Boca a boca) (1995)"	1995
718	0	0	0	0	12.187	0	0	0	0	0	0	0	0	0	12.187	0	0	0	"Visitors, The (Les Visiteurs) (1993)"	1993
719	0	0	0	0	15.672	0	0	0	0	0	0	0	0	0	0	0	0	0	"Multiplicity (1996)"	1996
720	0	0	26.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Wallace & Gromit: The Best of Aardman Animation (1996)"	1996
721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Halfmoon (Paul Bowles - Halbmond) (1995)"	1995
722	0	0	0	0	0	0	12.574	0	0	0	0	0	0	0	0	0	0	0	"Haunted World of Edward D. Wood Jr., The (1995)"	1995
723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Two Friends (1986)"	1986
724	0	0	0	0	0	0	0	18.618	0	0	18.618	0	0	0	0	0	0	0	"Craft, The (1996)"	1996
725	0	0	0	0	12.59	0	0	0	0	0	0	0	0	0	0	0	0	0	"Great White Hype, The (1996)"	1996
726	0	0	0	0	0	0	0	6.591	0	0	0	0	0	0	0	0	0	0	"Last Dance (1996)"	1996
727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"War Stories (1995)"	1995
728	0	0	0	0	20.256	0	0	0	0	0	0	0	0	0	0	0	0	0	"Cold Comfort Farm (1995)"	1995
729	0	0	0	0	0	0	0	4.03	0	0	0	0	0	0	0	0	0	0	"Institute Benjamenta, or This Dream People Call Human Life (1995)"	1995
730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Low Life, The (1994)"	1994
731	0	0	0	0	0	0	0	0	0	0	0	0	10.976	0	0	10.976	0	0	"Heaven's Prisoners (1996)"	1996
732	0	0	0	0	0	5.077	0	0	0	0	0	0	0	0	0	0	0	0	"Original Gangstas (1996)"	1996
733	26.806	26.806	0	0	0	0	0	0	0	0	0	0	0	0	0	26.806	0	0	"Rock, The (1996)"	1996
734	0	0	0	0	3.297	0	0	0	0	0	0	0	0	0	0	0	0	0	"Getting Away With Murder (1996)"	1996
735	0	0	0	0	15.488	0	0	0	0	0	15.488	0	0	0	0	0	0	0	"Cemetery Man (Dellamorte Dellamore) (1994)"	1994
736	22.256	22.256	0	0	0	0	0	0	0	0	0	0	0	22.256	0	22.256	0	0	"Twister (1996)"	1996
737	11.579	0	0	0	0	0	0	0	0	0	0	0	0	0	11.579	0	0	0	"Barb Wire (1996)"	1996
738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Garcu, Le (1995)"	1995
739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Honigmond (1996)"	1996
741	0	0	23.508	0	0	0	0	0	0	0	0	0	0	0	23.508	0	0	0	"Ghost in the Shell (Kokaku kidotai) (1995)"	1995
742	0	0	0	0	0	0	0	0	0	0	13.047	0	0	0	0	13.047	0	0	"Thinner (1996)"	1996
743	0	0	0	0	12.01	0	0	0	0	0	0	0	0	0	0	0	0	0	"Spy Hard (1996)"	1996
744	0	0	0	0	0	0	0	2.198	0	0	0	0	0	0	0	0	0	0	"Brothers in Trouble (1995)"	1995
745	0	0	29.332	0	29.332	0	0	0	0	0	0	0	0	0	0	29.332	0	0	"Close Shave, A (1995)"	1995
746	0	0	0	0	0	0	0	0	0	13.736	0	0	0	0	0	0	0	0	"Force of Evil (1948)"	1948
747	0	0	0	0	8.014	0	0	0	0	0	0	0	0	0	0	0	0	0	"Stupids, The (1996)"	1996
748	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	19.01	0	0	"Arrival, The (1996)"	1996
749	0	0	0	0	0	0	0	3.811	0	0	0	0	0	0	0	0	0	0	"Man from Down Under, The (1943)"	1943
750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.129	0	32.129	0	"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"	1963
751	0	0	0	0	9.567	0	0	0	0	0	0	0	0	0	0	0	0	0	"Careful (1992)"	1992
752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vermont Is For Lovers (1992)"	1992
753	0	0	0	0	10.939	0	0	10.939	0	0	0	0	0	0	0	0	0	0	"Month by the Lake, A (1995)"	1995
754	0	7.497	0	7.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Gold Diggers: The Secret of Bear Mountain (1995)"	1995
755	0	0	0	8.3	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	"Kim (1950)"	1950
756	0	0	0	0	0	0	4.158	0	0	0	0	0	0	0	0	0	0	0	"Carmen Miranda: Bananas Is My Business (1994)"	1994
757	0	0	0	0	0	0	0	5.197	0	0	0	0	0	0	0	0	0	0	"Ashes of Time (1994)"	1994
758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Jar, The (Khomreh) (1992)"	1992
759	0	0	0	0	0	0	16.728	0	0	0	0	0	0	0	0	0	0	0	"Maya Lin: A Strong Clear Vision (1994)"	1994
760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.292	0	"Stalingrad (1993)"	1993
761	0	13.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Phantom, The (1996)"	1996
762	0	0	0	0	12.448	12.448	0	0	0	0	0	0	0	0	0	0	0	0	"Striptease (1996)"	1996
763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"	1996
764	0	0	0	0	0	0	0	14.074	0	0	0	0	0	14.074	0	0	0	0	"Heavy (1995)"	1995
765	0	0	0	0	13.534	0	0	13.534	0	0	0	0	0	0	0	0	0	0	"Jack (1996)"	1996
766	0	0	0	0	0	0	0	16.44	0	0	0	0	0	0	0	0	0	0	"I Shot Andy Warhol (1996)"	1996
767	0	0	0	0	0	0	0	10.195	0	0	0	0	0	0	0	0	0	0	"Grass Harp, The (1995)"	1995
768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Someone Else's America (1995)"	1995
769	0	0	0	0	0	0	8.076	0	0	0	0	0	0	0	0	0	0	0	"Marlene Dietrich: Shadow and Light (1996)"	1996
770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Costa Brava (1946)"	1946
771	0	0	0	0	10.918	0	0	10.918	0	0	0	0	0	0	0	0	0	0	"Vie est belle, La (Life is Rosey) (1987)"	1987
772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Quartier Mozart (1992)"	1992
773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Touki Bouki (Journey of the Hyena) (1973)"	1973
774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Wend Kuuni (God's Gift) (1982)"	1982
775	0	0	0	0	0	0	0	0	0	0	7.079	0	0	0	0	0	0	0	"Spirits of the Dead (Tre Passi nel Delirio) (1968)"	1968
776	0	0	0	0	4.158	0	0	4.158	0	0	0	0	0	0	0	0	0	0	"Babyfever (1994)"	1994
777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pharaoh's Army (1995)"	1995
778	0	0	0	0	0	0	0	26.219	0	0	0	0	0	0	0	0	0	0	"Trainspotting (1996)"	1996
779	0	0	0	0	0	0	0	10.636	0	0	0	0	0	10.636	0	0	0	0	"'Til There Was You (1997)"	1997
780	26.171	0	0	0	0	0	0	0	0	0	0	0	0	0	26.171	0	26.171	0	"Independence Day (ID4) (1996)"	1996
781	0	0	0	0	0	0	0	15.662	0	0	0	0	0	0	0	0	0	0	"Stealing Beauty (1996)"	1996
782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.701	0	0	"Fan, The (1996)"	1996
783	0	0	19.228	19.228	0	0	0	0	0	0	0	19.228	0	0	0	0	0	0	"Hunchback of Notre Dame, The (1996)"	1996
784	0	0	0	0	16.252	0	0	0	0	0	0	0	0	0	0	0	0	0	"Cable Guy, The (1996)"	1996
785	0	0	0	0	23.094	0	0	0	0	0	0	0	0	0	0	0	0	0	"Kingpin (1996)"	1996
786	19.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.153	0	0	"Eraser (1996)"	1996
787	0	0	0	0	0	0	5.495	0	0	0	0	0	0	0	0	0	0	0	"Gate of Heavenly Peace, The (1995)"	1995
788	0	0	0	0	20.535	0	0	0	20.535	0	0	0	0	20.535	20.535	0	0	0	"Nutty Professor, The (1996)"	1996
789	0	0	0	0	0	0	0	2.079	0	0	0	0	0	0	0	0	0	0	"I, Worst of All (Yo, la peor de todas) (1990)"	1990
790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"An Unforgettable Summer (1994)"	1994
791	0	0	0	0	0	0	2.426	0	0	0	0	0	0	0	0	0	0	0	"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"	1995
792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Hungarian Fairy Tale, A (1987)"	1987
793	0	0	0	0	0	0	0	5.988	0	0	0	0	0	0	0	0	0	0	"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)"	1993
794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Midnight Dancers (Sibak) (1994)"	1994
795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Somebody to Love (1994)"	1994
796	0	0	0	0	0	0	0	3.663	0	0	0	0	0	0	0	0	0	0	"Very Natural Thing, A (1974)"	1974
797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"	1991
798	14.391	14.391	0	0	0	0	0	0	0	0	0	0	0	0	0	14.391	0	0	"Daylight (1996)"	1996
799	0	0	0	0	19.501	0	0	0	0	0	19.501	0	0	0	0	0	0	0	"Frighteners, The (1996)"	1996
800	0	0	0	0	0	0	0	26.319	0	0	0	0	26.319	0	0	0	0	0	"Lone Star (1996)"	1996
801	0	0	0	14.863	14.863	0	0	0	0	0	0	0	0	0	0	0	0	0	"Harriet the Spy (1996)"	1996
802	0	0	0	0	0	0	0	21.175	0	0	0	0	0	21.175	0	0	0	0	"Phenomenon (1996)"	1996
803	0	0	0	0	0	0	0	0	0	0	0	0	0	14.894	0	0	0	0	"Walking and Talking (1996)"	1996
804	0	0	0	0	16.239	0	0	0	0	0	0	0	0	16.239	0	0	0	0	"She's the One (1996)"	1996
805	0	0	0	0	0	0	0	20.969	0	0	0	0	0	0	0	0	0	0	"Time to Kill, A (1996)"	1996
806	0	0	0	0	0	0	0	12.966	0	0	0	0	0	0	0	0	0	0	"American Buffalo (1996)"	1996
807	0	0	0	0	7.917	0	0	0	0	0	0	0	0	7.917	0	0	0	0	"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"	1995
808	0	12.769	0	12.769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Alaska (1996)"	1996
809	11.965	11.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Fled (1996)"	1996
810	0	0	0	7.023	7.023	0	0	0	7.023	0	0	0	0	0	0	0	0	0	"Kazaam (1996)"	1996
811	0	0	0	0	8.544	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bewegte Mann, Der (1994)"	1994
812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Magic Hunter (1994)"	1994
813	0	0	0	0	9.667	0	0	0	0	0	0	0	0	0	0	0	0	0	"Larger Than Life (1996)"	1996
814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Boy Called Hate, A (1995)"	1995
815	3.584	0	0	0	0	0	0	0	0	0	0	0	3.584	0	0	3.584	0	0	"Power 98 (1995)"	1995
816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Two Deaths (1995)"	1995
818	0	0	0	0	13.425	0	0	0	0	0	0	0	0	0	0	0	0	0	"Very Brady Sequel, A (1996)"	1996
819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Stefano Quantestorie (1993)"	1993
820	0	0	0	0	0	0	0	4.504	0	0	0	0	0	0	0	0	0	0	"Death in the Garden (Mort en ce jardin, La) (1956)"	1956
821	0	0	0	0	0	0	0	0	0	0	0	0	0	1.386	0	0	0	0	"Crude Oasis, The (1995)"	1995
822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Hedd Wyn (1992)"	1992
823	0	0	0	0	0	0	0	4.504	0	0	0	0	0	0	0	0	0	0	"Collectionneuse, La (1967)"	1967
824	0	0	0	0	0	0	0	13.091	0	0	0	0	0	0	0	0	0	0	"Kaspar Hauser (1993)"	1993
825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Echte Kerle (1996)"	1996
826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Diebinnen (1995)"	1995
827	0	0	0	0	0	0	0	2.079	0	0	0	0	0	0	0	0	0	0	"Convent, The (Convento, O) (1995)"	1995
828	0	11.596	0	11.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Adventures of Pinocchio, The (1996)"	1996
829	0	0	0	0	11.164	0	0	0	0	0	0	11.164	0	0	0	0	0	0	"Joe's Apartment (1996)"	1996
830	0	0	0	0	16.794	0	0	0	0	0	0	0	0	0	0	0	0	0	"First Wives Club, The (1996)"	1996
831	0	0	0	0	0	0	0	11.535	0	0	0	0	0	0	0	0	0	0	"Stonewall (1995)"	1995
832	0	0	0	0	0	0	0	22.039	0	0	0	0	0	0	0	22.039	0	0	"Ransom (1996)"	1996
833	0	0	0	0	9.494	0	0	0	0	0	0	0	0	0	0	0	0	0	"High School High (1996)"	1996
834	0	0	0	0	2.772	0	0	0	0	0	0	0	0	0	0	0	0	0	"Phat Beach (1996)"	1996
835	0	0	0	0	0	0	0	14.489	0	0	0	0	0	0	0	0	0	0	"Foxfire (1996)"	1996
836	14.512	14.512	0	0	0	0	0	0	0	0	0	0	0	0	0	14.512	0	0	"Chain Reaction (1996)"	1996
837	0	0	0	18.72	18.72	0	0	0	0	0	0	0	0	0	0	0	0	0	"Matilda (1996)"	1996
838	0	0	0	0	24.122	0	0	24.122	0	0	0	0	0	24.122	0	0	0	0	"Emma (1996)"	1996
839	10.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.865	0	0	"Crow: City of Angels, The (1996)"	1996
840	0	0	0	0	10.015	0	0	0	0	0	0	0	0	0	0	0	0	0	"House Arrest (1996)"	1996
841	0	0	0	0	0	0	0	0	0	0	10.945	0	0	0	0	0	0	0	"Eyes Without a Face (1959)"	1959
842	0	0	0	0	0	0	0	0	0	0	12.989	0	0	0	0	0	0	0	"Tales from the Crypt Presents: Bordello of Blood (1996)"	1996
843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Lotto Land (1995)"	1995
844	0	0	0	0	0	0	0	6.949	0	0	0	0	0	0	0	0	0	0	"Story of Xinghua, The (1993)"	1993
845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"	1994
846	0	0	0	0	0	0	0	13.595	0	0	0	0	0	0	0	0	0	0	"Flirt (1995)"	1995
847	0	0	0	0	3.614	0	0	3.614	0	0	0	0	0	0	0	0	0	0	"Big Squeeze, The (1996)"	1996
848	0	0	0	0	0	0	0	17.352	0	0	0	0	0	0	0	0	0	0	"Spitfire Grill, The (1996)"	1996
849	15.659	15.659	0	0	0	0	0	0	0	0	0	0	0	0	15.659	15.659	0	0	"Escape from L.A. (1996)"	1996
850	0	0	0	0	0	12.471	0	12.471	0	0	0	0	0	0	0	0	0	0	"Cyclo (1995)"	1995
851	0	0	0	0	0	0	0	16.935	0	0	0	0	0	0	0	0	0	0	"Basquiat (1996)"	1996
852	0	0	0	0	20.685	0	0	0	0	0	0	0	0	20.685	0	0	0	0	"Tin Cup (1996)"	1996
853	0	0	0	0	0	0	0	4.396	0	0	0	0	0	0	0	0	0	0	"Dingo (1992)"	1992
854	0	0	0	0	0	0	0	7.536	0	0	0	0	0	0	0	0	0	0	"Ballad of Narayama, The (Narayama Bushiko) (1958)"	1958
855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Every Other Weekend (1990)"	1990
856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mille bolle blu (1993)"	1993
857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Crows and Sparrows (1949)"	1949
858	34.874	0	0	0	0	34.874	0	34.874	0	0	0	0	0	0	0	0	0	0	"Godfather, The (1972)"	1972
859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Hippie Revolution, The (1996)"	1996
860	0	0	0	0	8.291	0	0	0	0	0	0	0	0	0	0	0	0	0	"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"	1994
861	19.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.704	0	0	"Supercop (1992)"	1992
862	0	0	0	0	0	0	0	12.517	0	0	0	0	0	0	0	0	0	0	"Manny & Lo (1996)"	1996
863	0	0	0	0	8.06	0	0	0	0	0	0	0	0	0	0	0	0	0	"Celestial Clockwork (1994)"	1994
864	0	0	0	0	8.904	0	0	8.904	0	0	0	0	0	0	0	0	0	0	"Wife, The (1995)"	1995
865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Small Faces (1995)"	1995
866	0	0	0	0	0	24.272	0	24.272	0	0	0	0	0	24.272	0	24.272	0	0	"Bound (1996)"	1996
867	0	0	0	0	7.017	7.017	0	0	0	0	0	0	0	0	0	0	0	0	"Carpool (1996)"	1996
868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Death in Brunswick (1991)"	1991
869	0	0	0	0	0	11.569	0	0	0	0	0	0	0	0	0	0	0	0	"Kansas City (1996)"	1996
870	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	"Gone Fishin' (1997)"	1997
